County,tot_change,Natural,Births,Deaths,Migration_otal,International,Domestic
".Mercer County, North Dakota",-237,167,917,750,-409,-2,-407
".Morton County, North Dakota",3895,1522,4118,2596,2318,324,1994
".Mountrail County, North Dakota",2882,733,1528,795,2073,124,1949
".Nelson County, North Dakota",-247,-269,267,536,25,71,-46
".Oliver County, North Dakota",111,92,200,108,19,-1,20
".Pembina County, North Dakota",-602,-38,724,762,-569,144,-713
".Pierce County, North Dakota",-384,-145,415,560,-241,0,-241
".Ramsey County, North Dakota",68,274,1521,1247,-202,152,-354
".Ransom County, North Dakota",-239,-169,551,720,-70,17,-87
".Renville County, North Dakota",-143,7,263,256,-154,4,-158
".Richland County, North Dakota",-144,415,1684,1269,-552,-31,-521
".Rolette County, North Dakota",237,1258,2587,1329,-1023,9,-1032
".Sargent County, North Dakota",69,63,373,310,2,43,-41
".Sheridan County, North Dakota",-6,16,115,99,-23,0,-23
".Sioux County, North Dakota",76,415,861,446,-343,14,-357
".Slope County, North Dakota",23,49,81,32,-26,4,-30
".Stark County, North Dakota",7290,2227,4360,2133,4864,473,4391
".Steele County, North Dakota",-85,42,202,160,-129,0,-129
".Stutsman County, North Dakota",-396,-59,2134,2193,-326,128,-454
".Towner County, North Dakota",-57,-40,216,256,-18,35,-53
".Traill County, North Dakota",-85,31,874,843,-119,20,-139
".Walsh County, North Dakota",-485,-32,1269,1301,-446,150,-596
".Ward County, North Dakota",5966,6273,10729,4456,-461,2215,-2676
".Wells County, North Dakota",-373,-222,393,615,-153,20,-173
".Williams County, North Dakota",15190,3400,5527,2127,11403,170,11233
".Adams County, Ohio",-843,36,3138,3102,-870,50,-920
".Allen County, Ohio",-3962,1560,11697,10137,-5522,175,-5697
".Ashland County, Ohio",344,473,5636,5163,-119,759,-878
".Ashtabula County, Ohio",-4248,-515,10325,10840,-3730,598,-4328
".Athens County, Ohio",563,406,4894,4488,52,2277,-2225
".Auglaize County, Ohio",-261,651,5111,4460,-899,262,-1161
".Belmont County, Ohio",-3394,-1992,6242,8234,-1337,-81,-1256
".Brown County, Ohio",-1394,-12,4609,4621,-1373,-55,-1318
".Butler County, Ohio",14998,11978,41772,29794,3253,6215,-2962
".Carroll County, Ohio",-1920,-307,2569,2876,-1613,6,-1619
".Champaign County, Ohio",-1216,98,3752,3654,-1312,89,-1401
".Clark County, Ohio",-4256,-1117,14729,15846,-3061,459,-3520
".Clermont County, Ohio",9062,5831,21608,15777,3417,877,2540
".Clinton County, Ohio",-80,542,4617,4075,-610,115,-725
".Columbiana County, Ohio",-5969,-1480,9886,11366,-4458,69,-4527
".Coshocton County, Ohio",-300,512,4217,3705,-796,61,-857
".Crawford County, Ohio",-2289,-614,4390,5004,-1664,144,-1808
".Cuyahoga County, Ohio",-45042,9350,136186,126836,-54207,28625,-82832
".Darke County, Ohio",-1855,293,5748,5455,-2138,89,-2227
".Defiance County, Ohio",-939,459,4059,3600,-1403,246,-1649
".Delaware County, Ohio",35005,10128,19863,9735,24800,3072,21728
".Erie County, Ohio",-2797,-1347,7282,8629,-1405,193,-1598
".Fairfield County, Ohio",11380,4084,15678,11594,7407,1467,5940
".Fayette County, Ohio",-509,-98,3193,3291,-391,96,-487
".Franklin County, Ohio",153280,86173,171804,85631,67394,52241,15153
".Fulton County, Ohio",-572,664,4511,3847,-1233,159,-1392
".Gallia County, Ohio",-1044,-20,3455,3475,-1032,198,-1230
".Geauga County, Ohio",244,1017,8526,7509,-744,348,-1092
".Greene County, Ohio",7360,3434,16419,12985,3975,3973,2
".Guernsey County, Ohio",-1217,-36,4201,4237,-1158,53,-1211
".Hamilton County, Ohio",15102,27997,100520,72523,-12456,17166,-29622
".Hancock County, Ohio",994,1600,8384,6784,-578,1226,-1804
".Hardin County, Ohio",-698,583,3514,2931,-1278,93,-1371
".Harrison County, Ohio",-820,-422,1443,1865,-386,12,-398
".Henry County, Ohio",-1209,370,2952,2582,-1589,12,-1601
".Highland County, Ohio",-445,528,5000,4472,-959,43,-1002
".Hocking County, Ohio",-1105,36,2872,2836,-1144,42,-1186
".Holmes County, Ohio",1597,4206,7050,2844,-2607,-3,-2604
".Huron County, Ohio",-1357,1351,6761,5410,-2722,167,-2889
".Jackson County, Ohio",-806,99,3890,3791,-898,133,-1031
".Jefferson County, Ohio",-4391,-2676,6079,8755,-1654,-148,-1506
".Knox County, Ohio",1394,1064,6777,5713,356,-3,359
".Lake County, Ohio",98,-1640,20823,22463,1951,2277,-326
".Lawrence County, Ohio",-2985,-855,6253,7108,-2102,-221,-1881
".Licking County, Ohio",10380,3622,18174,14552,6916,987,5929
".Logan County, Ohio",-176,541,5041,4500,-694,89,-783
".Lorain County, Ohio",8459,2935,30779,27844,5791,4472,1319
".Lucas County, Ohio",-13467,10548,51659,41111,-24131,4013,-28144
".Madison County, Ohio",1293,163,3924,3761,1119,349,770
".Mahoning County, Ohio",-10104,-5852,22170,28022,-4127,2314,-6441
".Marion County, Ohio",-1412,319,7009,6690,-1714,270,-1984
".Medina County, Ohio",7413,2817,16209,13392,4764,596,4168
".Meigs County, Ohio",-860,-354,2283,2637,-493,-19,-474
".Mercer County, Ohio",356,1615,5384,3769,-1250,104,-1354
".Miami County, Ohio",4484,1125,10847,9722,3465,626,2839
".Monroe County, Ohio",-977,-309,1308,1617,-663,-11,-652
".Montgomery County, Ohio",-3513,6331,61517,55186,-9553,8874,-18427
".Morgan County, Ohio",-536,-251,1341,1592,-279,9,-288
".Morrow County, Ohio",503,563,3511,2948,-45,-14,-31
".Muskingum County, Ohio",129,515,9519,9004,-326,541,-867
".Noble County, Ohio",-231,91,1306,1215,-311,0,-311
".Ottawa County, Ohio",-908,-1374,3131,4505,508,-13,521
".Paulding County, Ohio",-938,204,2035,1831,-1152,58,-1210
".Perry County, Ohio",97,703,3942,3239,-595,64,-659
".Pickaway County, Ohio",2773,543,5597,5054,2262,66,2196
".Pike County, Ohio",-799,8,3190,3182,-796,4,-800
".Portage County, Ohio",1042,81,13218,13137,1026,4224,-3198
".Preble County, Ohio",-1372,-273,4065,4338,-1089,203,-1292
".Putnam County, Ohio",-635,1298,4105,2807,-1954,99,-2053
".Richland County, Ohio",-3320,-161,12743,12904,-3129,238,-3367
".Ross County, Ohio",-1410,130,7792,7662,-1504,166,-1670
".Sandusky County, Ohio",-2428,148,6111,5963,-2570,86,-2656
".Scioto County, Ohio",-4336,-891,8120,9011,-3446,219,-3665
".Seneca County, Ohio",-1564,-46,5416,5462,-1513,466,-1979
".Shelby County, Ohio",-865,1574,5683,4109,-2460,551,-3011
".Stark County, Ohio",-4985,-196,38161,38357,-4438,1067,-5505
".Summit County, Ohio",-759,3226,55941,52715,-3623,8862,-12485
".Trumbull County, Ohio",-12358,-4223,19306,23529,-8063,7,-8070
".Tuscarawas County, Ohio",-598,937,10494,9557,-1472,638,-2110
".Union County, Ohio",6657,2611,5926,3315,4040,579,3461
".Van Wert County, Ohio",-484,185,3099,2914,-661,72,-733
".Vinton County, Ohio",-345,17,1349,1332,-364,-2,-362
".Warren County, Ohio",21804,6921,22121,15200,15075,3620,11455
".Washington County, Ohio",-1876,-1152,5615,6767,-671,165,-836
".Wayne County, Ohio",1194,3917,14085,10168,-2673,877,-3550
".Williams County, Ohio",-960,232,3929,3697,-1190,-45,-1145
".Wood County, Ohio",5328,2574,12547,9973,2762,1487,1275
".Wyandot County, Ohio",-845,28,2296,2268,-872,61,-933
".Adair County, Oklahoma",-474,706,3037,2331,-1182,32,-1214
".Alfalfa County, Oklahoma",63,-65,530,595,124,37,87
".Atoka County, Oklahoma",-407,48,1503,1455,-453,55,-508
".Beaver County, Oklahoma",-325,91,555,464,-424,83,-507
".Beckham County, Oklahoma",-260,953,3150,2197,-1251,9,-1260
".Blaine County, Oklahoma",-2514,168,1310,1142,-2948,157,-3105
".Bryan County, Oklahoma",5579,811,5472,4661,4751,158,4593
".Caddo County, Oklahoma",-836,393,3761,3368,-1222,350,-1572
".Canadian County, Oklahoma",32740,7150,15858,8708,25309,706,24603
".Carter County, Oklahoma",382,472,6084,5612,-57,163,-220
".Cherokee County, Oklahoma",1665,803,5469,4666,884,343,541
".Choctaw County, Oklahoma",-527,-132,1861,1993,-387,3,-390
".Cimarron County, Oklahoma",-338,-3,263,266,-340,13,-353
".Cleveland County, Oklahoma",28024,9536,27254,17718,18408,4994,13414
".Coal County, Oklahoma",-432,-106,630,736,-329,1,-330
".Comanche County, Oklahoma",-3349,7791,17234,9443,-11345,2827,-14172
".Cotton County, Oklahoma",-524,-100,618,718,-424,4,-428
".Craig County, Oklahoma",-885,-455,1458,1913,-428,24,-452
".Creek County, Oklahoma",1530,83,7874,7791,1493,466,1027
".Custer County, Oklahoma",1463,1378,4079,2701,56,540,-484
".Delaware County, Oklahoma",1511,-1180,3924,5104,2709,113,2596
".Dewey County, Oklahoma",81,-60,565,625,144,85,59
".Ellis County, Oklahoma",-292,-110,402,512,-185,48,-233
".Garfield County, Oklahoma",476,2377,8684,6307,-1882,1641,-3523
".Garvin County, Oklahoma",140,-44,3361,3405,198,308,-110
".Grady County, Oklahoma",3404,527,5538,5011,2912,363,2549
".Grant County, Oklahoma",-199,-87,478,565,-113,1,-114
".Greer County, Oklahoma",-527,-103,588,691,-428,-15,-413
".Harmon County, Oklahoma",-269,36,322,286,-307,39,-346
".Harper County, Oklahoma",6,82,459,377,-79,246,-325
".Haskell County, Oklahoma",-148,-67,1387,1454,-74,83,-157
".Hughes County, Oklahoma",-721,-357,1404,1761,-357,30,-387
".Jackson County, Oklahoma",-1916,1458,3813,2355,-3412,659,-4071
".Jefferson County, Oklahoma",-470,-216,657,873,-256,13,-269
".Johnston County, Oklahoma",128,-55,1205,1260,185,17,168
".Kay County, Oklahoma",-3024,216,5610,5394,-3237,19,-3256
".Kingfisher County, Oklahoma",740,424,1811,1387,319,96,223
".Kiowa County, Oklahoma",-738,-171,1069,1240,-567,27,-594
".Latimer County, Oklahoma",-1083,-79,1159,1238,-1013,26,-1039
".Le Flore County, Oklahoma",-529,122,5944,5822,-626,468,-1094
".Lincoln County, Oklahoma",603,53,3583,3530,570,23,547
".Logan County, Oklahoma",6157,1307,4613,3306,4819,37,4782
".Love County, Oklahoma",837,89,1136,1047,748,79,669
".McClain County, Oklahoma",5971,675,3908,3233,5255,124,5131
".McCurtain County, Oklahoma",-322,486,4321,3835,-789,462,-1251
".McIntosh County, Oklahoma",-651,-1023,1898,2921,391,18,373
".Major County, Oklahoma",103,113,968,855,-8,85,-93
".Marshall County, Oklahoma",1093,-26,1769,1795,1122,113,1009
".Mayes County, Oklahoma",-166,-44,4521,4565,-95,70,-165
".Murray County, Oklahoma",585,-285,1434,1719,871,66,805
".Muskogee County, Oklahoma",-3000,-176,8395,8571,-2810,155,-2965
".Noble County, Oklahoma",-435,-40,1211,1251,-391,9,-400
".Nowata County, Oklahoma",-460,-162,1118,1280,-288,14,-302
".Okfuskee County, Oklahoma",-198,-156,1453,1609,-36,62,-98
".Oklahoma County, Oklahoma",79049,46365,110685,64320,32641,18437,14204
".Okmulgee County, Oklahoma",-1597,-351,4474,4825,-1232,18,-1250
".Osage County, Oklahoma",-510,-214,4062,4276,-271,107,-378
".Ottawa County, Oklahoma",-721,-86,4051,4137,-630,134,-764
".Pawnee County, Oklahoma",-194,-121,1807,1928,-75,49,-124
".Payne County, Oklahoma",4437,3002,8191,5189,1453,4134,-2681
".Pittsburg County, Oklahoma",-2173,-837,4838,5675,-1308,42,-1350
".Pontotoc County, Oklahoma",796,849,4921,4072,-24,397,-421
".Pottawatomie County, Oklahoma",3149,756,8357,7601,2427,239,2188
".Pushmataha County, Oklahoma",-482,-302,1181,1483,-179,63,-242
".Roger Mills County, Oklahoma",-64,116,436,320,-182,-2,-180
".Rogers County, Oklahoma",5545,1289,9184,7895,4340,372,3968
".Seminole County, Oklahoma",-1224,-159,3042,3201,-1048,33,-1081
".Sequoyah County, Oklahoma",-859,-55,4839,4894,-786,199,-985
".Stephens County, Oklahoma",-1904,-296,4900,5196,-1588,225,-1813
".Texas County, Oklahoma",-657,1889,3423,1534,-2596,817,-3413
".Tillman County, Oklahoma",-741,-18,850,868,-730,134,-864
".Tulsa County, Oklahoma",48122,32402,85710,53308,16020,13097,2923
".Wagoner County, Oklahoma",8207,2283,8082,5799,5935,306,5629
".Washington County, Oklahoma",548,65,5824,5759,523,823,-300
".Washita County, Oklahoma",-642,50,1355,1305,-693,25,-718
".Woods County, Oklahoma",-85,84,983,899,-184,58,-242
".Woodward County, Oklahoma",127,962,2715,1753,-871,247,-1118
".Baker County, Oregon",-7,-386,1508,1894,393,99,294
".Benton County, Oregon",7472,1494,6730,5236,5963,4555,1408
".Clackamas County, Oregon",42191,6913,37318,30405,35271,2010,33261
".Clatsop County, Oregon",3198,153,3788,3635,3034,107,2927
".Columbia County, Oregon",3001,564,4621,4057,2436,60,2376
".Coos County, Oregon",1432,-2564,5693,8257,4023,122,3901
".Crook County, Oregon",3426,-309,1983,2292,3708,-54,3762
".Curry County, Oregon",561,-1759,1631,3390,2311,-188,2499
".Deschutes County, Oregon",39964,3342,16324,12982,36236,-263,36499
".Douglas County, Oregon",3296,-3255,10023,13278,6637,-47,6684
".Gilliam County, Oregon",39,-25,163,188,64,7,57
".Grant County, Oregon",-245,-204,574,778,-39,-7,-32
".Harney County, Oregon",-29,-45,724,769,12,46,-34
".Hood River County, Oregon",1036,906,2546,1640,139,25,114
".Jackson County, Oregon",17740,44,21343,21299,17697,-141,17838
".Jefferson County, Oregon",2933,707,2643,1936,2216,-24,2240
".Josephine County, Oregon",4768,-3219,7810,11029,7981,-140,8121
".Klamath County, Oregon",1854,234,7360,7126,1647,85,1562
".Lake County, Oregon",-16,-169,656,825,157,-1,158
".Lane County, Oregon",30362,588,32589,32001,29917,5052,24865
".Lincoln County, Oregon",3929,-1541,3903,5444,5428,150,5278
".Linn County, Oregon",13068,2217,13642,11425,10883,204,10679
".Malheur County, Oregon",-745,1165,3927,2762,-1920,-126,-1794
".Marion County, Oregon",32480,15505,40767,25262,17165,1748,15417
".Morrow County, Oregon",428,780,1501,721,-363,126,-489
".Multnomah County, Oregon",77709,31928,84340,52412,45235,25388,19847
".Polk County, Oregon",10685,1849,8085,6236,8838,731,8107
".Sherman County, Oregon",14,2,151,149,12,4,8
".Tillamook County, Oregon",1782,-453,2267,2720,2236,11,2225
".Umatilla County, Oregon",2063,3571,9549,5978,-1480,152,-1632
".Union County, Oregon",1091,278,2743,2465,822,178,644
".Wallowa County, Oregon",200,-224,557,781,421,5,416
".Wasco County, Oregon",1471,-56,2829,2885,1532,69,1463
".Washington County, Oregon",71730,34611,64641,30030,37261,18115,19146
".Wheeler County, Oregon",-107,-86,91,177,-23,0,-23
".Yamhill County, Oregon",7884,2028,10343,8315,5880,174,5706
".Adams County, Pennsylvania",1581,189,9396,9207,1470,544,926
".Allegheny County, Pennsylvania",-7258,-6146,120930,127076,-157,27900,-28057
".Armstrong County, Pennsylvania",-4324,-1807,6055,7862,-2477,15,-2492
".Beaver County, Pennsylvania",-6602,-4294,15258,19552,-2131,161,-2292
".Bedford County, Pennsylvania",-1888,-844,4378,5222,-1007,51,-1058
".Berks County, Pennsylvania",9594,8976,44567,35591,764,13606,-12842
".Blair County, Pennsylvania",-5288,-3044,11809,14853,-2137,266,-2403
".Bradford County, Pennsylvania",-2377,162,6539,6377,-2535,198,-2733
".Bucks County, Pennsylvania",3014,-10,53599,53609,3393,7022,-3629
".Butler County, Pennsylvania",3973,-1249,16601,17850,5404,711,4693
".Cambria County, Pennsylvania",-13503,-4708,12304,17012,-8837,384,-9221
".Cameron County, Pennsylvania",-638,-174,412,586,-463,56,-519
".Carbon County, Pennsylvania",-1062,-1975,5469,7444,972,63,909
".Centre County, Pennsylvania",8380,2310,11320,9010,6069,9416,-3347
".Chester County, Pennsylvania",25856,14941,50683,35742,11362,10630,732
".Clarion County, Pennsylvania",-1550,-243,3695,3938,-1325,165,-1490
".Clearfield County, Pennsylvania",-2354,-1757,6918,8675,-533,547,-1080
".Clinton County, Pennsylvania",-621,169,3845,3676,-778,116,-894
".Columbia County, Pennsylvania",-2335,-1019,5413,6432,-1264,158,-1422
".Crawford County, Pennsylvania",-4121,-615,8627,9242,-3470,193,-3663
".Cumberland County, Pennsylvania",17983,2484,23679,21195,15657,5177,10480
".Dauphin County, Pennsylvania",10173,8509,31627,23118,1809,9327,-7518
".Delaware County, Pennsylvania",7990,11143,61777,50634,-2925,14926,-17851
".Elk County, Pennsylvania",-2036,-819,2772,3591,-1210,11,-1221
".Erie County, Pennsylvania",-10856,2456,28804,26348,-13316,5680,-18996
".Fayette County, Pennsylvania",-7327,-4243,12440,16683,-2972,436,-3408
".Forest County, Pennsylvania",-462,-503,290,793,46,38,8
".Franklin County, Pennsylvania",5396,3065,16994,13929,2510,1461,1049
".Fulton County, Pennsylvania",-314,-151,1261,1412,-150,15,-165
".Greene County, Pennsylvania",-2452,-410,3632,4042,-2035,-3,-2032
".Huntingdon County, Pennsylvania",-856,-686,3647,4333,-132,283,-415
".Indiana County, Pennsylvania",-4812,-894,7555,8449,-3912,643,-4555
".Jefferson County, Pennsylvania",-1764,-584,4609,5193,-1149,26,-1175
".Juniata County, Pennsylvania",126,247,2580,2333,-107,283,-390
".Lackawanna County, Pennsylvania",-4741,-4552,20069,24621,-62,6084,-6146
".Lancaster County, Pennsylvania",26281,20139,65415,45276,6589,11759,-5170
".Lawrence County, Pennsylvania",-5645,-2383,8207,10590,-3229,196,-3425
".Lebanon County, Pennsylvania",8196,1613,15092,13479,6716,4877,1839
".Lehigh County, Pennsylvania",19643,7545,38570,31025,12313,17308,-4995
".Luzerne County, Pennsylvania",-3489,-7535,29539,37074,4334,7971,-3637
".Lycoming County, Pennsylvania",-2803,-325,11394,11719,-2439,602,-3041
".McKean County, Pennsylvania",-2836,-936,3863,4799,-1881,67,-1948
".Mercer County, Pennsylvania",-7239,-2738,10269,13007,-4452,354,-4806
".Mifflin County, Pennsylvania",-541,363,5315,4952,-862,148,-1010
".Monroe County, Pennsylvania",430,72,13202,13130,344,2408,-2064
".Montgomery County, Pennsylvania",31075,13070,82222,69152,18789,19427,-638
".Montour County, Pennsylvania",-26,-10,2033,2043,0,356,-356
".Northampton County, Pennsylvania",7573,-835,26191,27026,8730,5446,3284
".Northumberland County, Pennsylvania",-3633,-2066,8727,10793,-1497,220,-1717
".Perry County, Pennsylvania",341,810,4968,4158,-438,116,-554
".Philadelphia County, Pennsylvania",58052,72740,206030,133290,-13633,77685,-91318
".Pike County, Pennsylvania",-1529,-879,3286,4165,-651,322,-973
".Potter County, Pennsylvania",-921,-199,1729,1928,-714,19,-733
".Schuylkill County, Pennsylvania",-6931,-5037,12805,17842,-1787,464,-2251
".Snyder County, Pennsylvania",651,632,3904,3272,56,141,-85
".Somerset County, Pennsylvania",-4284,-2723,6235,8958,-1498,260,-1758
".Sullivan County, Pennsylvania",-363,-507,465,972,146,47,99
".Susquehanna County, Pennsylvania",-2999,-842,3419,4261,-2146,17,-2163
".Tioga County, Pennsylvania",-1313,-225,3955,4180,-1083,56,-1139
".Union County, Pennsylvania",-40,187,3719,3532,-239,337,-576
